,age,comment,likes/views,link,promo,user
120,21 HOURS AGO,Such a great way to end an amazing return to South Carolina. Big thanks to everyone who joined us in Greenville this afternoon and across the state over the past three days. Looking forward to being back again soon.,"6,597 likes",/ByyOIyCHrel/,0,betoorourke
121,1 DAY AGO,‪Grateful for the opportunity to join Rev. Dr. Keith McDaniel Sr. and the congregation of Macedonia Missionary Baptist Church for a Father’s Day service this morning. ‬,"5,942 likes",/Byx2EGwHgfm/,0,betoorourke
122,1 DAY AGO,"‪Started a beautiful Sunday morning with a donut discussion in Spartanburg. Our thanks to Senator Reese for hosting us, for bringing everyone together, and for introducing us to the community as we continue to show up everywhere, for everyone, every single day.‬","7,901 likes",/Byxk7c2HciZ/,0,betoorourke
123,1 DAY AGO,Really great to be back in Columbia tonight to wrap up another inspiring day across South Carolina. Thank you to everyone who joined us.,"11,184 likes",/BywLQ-yHZTu/,0,betoorourke
124,1 DAY AGO,"Our fourth event of the day brought us to Sumter for an energizing town hall. Grateful for everyone who joined us, shared their ideas, offered their perspectives, and stepped up to be part of building this grassroots campaign across South Carolina and throughout our country.","6,524 likes",/Byv1oPkHLy3/,0,betoorourke
125,1 DAY AGO,"‪Appreciate the veterans who joined me for a discussion in Sumter as they continue serving by advocating for those who they served alongside. We're going to fully invest in veteran resources and their education, job training, housing, mental and physical health care, and earned benefits. That's a promise this country must keep, and under my administration, we will.‬","7,285 likes",/Byvv_uEnifI/,1,betoorourke
126,2 DAYS AGO,"‪Grateful for the powerful discussion in North Charleston this morning about fixing a justice system that is patently unjust. We are committed to continuing the urgent work necessary to secure equity, opportunity, justice, and full civil rights for everyone in this country.","5,351 likes",/ByvFRH8n23y/,0,betoorourke
127,2 DAYS AGO,‪We will #FightFor15 and we will win.‬,"9,176 likes",/Byu6g5mHrS2/,1,betoorourke
128,2 DAYS AGO,"‪Today and every single day, I’m standing strong with workers in South Carolina and across the country to #fightfor15, to fight for a minimum wage that is a living wage, to fight for the right to organize at a time when unions are under attack, and to fight for an economy that works for all.‬","23,940",/Byu2NgRnsnj/,0,betoorourke
129,2 DAYS AGO,"‪While visiting the Gullah Geechee Nation and hearing about their proud tradition of fierce independence, I saw where the Harriet Tubman Monument will be built and learned about Robert Smalls, who took possession of a confederate ship to bring more people freedom and to ensure justice at risk to his own life. Too often we see these heroic stories written out of our curriculum and written out of our history.","33,526",/BytPas5nMVv/,0,betoorourke
130,2 DAYS AGO,"‪Grateful for the opportunity to meet with, listen to, and learn from citizens of the Gullah Geechee Nation during tonight’s town hall. Thank you for welcoming us and instructing us in the history and traditions that inspire not just this country but people beyond our shores.‬","11,375 likes",/BytNSi_nach/,0,betoorourke
131,4 DAYS AGO,Hope you’ll be watching tonight at 11:35 ET/10:35 CT!,"26,103 likes",/Byom3u4HIV_/,1,betoorourke
132,4 DAYS AGO,‪Joining Stephen Colbert tonight on the Late Show! Hope you’ll be watching at 11:35 ET/10:35 CT.‬,"46,935",/ByoJevhHsGO/,1,betoorourke
133,4 DAYS AGO,"I unveiled a robust plan today to protect LGBTQ+ rights and finally secure comprehensive legal protection for members of the LGBTQ+ community. The proposal would leverage executive power and call for congressional action that ensures that LGBTQ+ people have full equality and opportunity. Our plan not only includes actions to immediately reverse the Trump Administration’s discriminatory policies, but also calls for action to ensure equal treatment for LGBTQ+ individuals. Additionally, the plan prioritizes America’s role in protecting LGBTQ+ people around the globe. Full details in link.","36,750 likes",/Byn1o3ZHyes/,1,betoorourke
134,5 DAYS AGO,‪Thank you to everyone who joined us on a run to the LGBT Memorial this morning as we celebrate Pride Month and commit to the work ahead so we can ensure there is full civil rights and full equality in this country.‬,"46,442",/BynMVt8HPw6/,0,betoorourke
135,5 DAYS AGO,"Three years after Pulse, we honor the 49 lives that were senselessly taken with our actions. With a commitment to ending violence against LGBTQ+ Americans. With a commitment to fighting discrimination. And with a commitment to securing full equality. That’s why I just released a new plan that would ensure LGBTQ+ Americans can live openly without fear of discrimination or violence and would immediately reverse the Trump Administration’s discriminatory policies.","24,114 likes",/BynHpMfn8L5/,0,betoorourke
136,5 DAYS AGO,"We’re showing up everywhere, talking to everyone, and building a grassroots campaign from the ground up. Last weekend in Iowa, we met with farmers and local leaders, got to hear from Iowans at four town halls, joined the Capital City Pride fest, and opened our Linn County organizing office. We’re building momentum in Iowa, and we’re not slowing down.","33,036",/Bylx--RHWOZ/,0,betoorourke
137,7 DAYS AGO,"‪I don’t listen to the NRA or the gun lobby. I listen to people, and they’ve made it clear we need universal background checks without exception, to stop selling weapons of war into our communities, to implement red flag laws, and to fully fund research on ending gun violence.‬","30,123",/ByiTw5DnBai/,0,betoorourke
138,7 DAYS AGO,Peggy told me that this was the first town hall she had ever been to. Very grateful that she joined us this morning.,"7,469 likes",/ByiO3xIHTO-/,0,betoorourke
139,7 DAYS AGO,‪Ban all PAC contributions to campaigns and finally return power to people in our democracy.‬,"23,465",/ByiId7sniSI/,0,betoorourke
140,7 DAYS AGO,"‪An energizing day at the Iowa Democratic Party Hall of Fame. So many incredible candidates, local leaders, organizers, and volunteers all coming together and fighting alongside one another to ensure that we not only defeat Trump but that we also overcome the greatest set of challenges this country has ever faced.‬ I’m confident that by working together, we are up to the task ahead of us.","11,377 likes",/ByhBLacHJ8q/,0,betoorourke
141,JUNE 9,Deeply grateful for the opportunity to join Pastor Whitfield and the congregation of Mt. Carmel Baptist Church this morning. A beautiful service and a reminder of the power and joy that we can bring forth when we come together to meet the challenges we face.‬,"8,232 likes",/Byf5hkvnq6_/,0,betoorourke
142,JUNE 9,‪Amy and I started the morning at Morg’s Diner for breakfast with Rep. Ras Smith. Really great to hear about his leadership in the Waterloo community and his work in education to close the achievement gap while implementing dropout prevention services.‬,"11,683 likes",/Byfqn8Ln6xP/,0,betoorourke
143,JUNE 8,"‪Getting to meet some of the volunteers in Linn County who are knocking on doors, organizing their community, and bringing more people into this campaign and our democracy.‬","26,087",/ByeUE9EH3Pj/,0,betoorourke
144,JUNE 8,Appreciate all of the incredible volunteers who were working hard tonight in Cedar Rapids and across the state.,"10,234 likes",/ByeMQavnVaF/,0,betoorourke
145,20 HOURS AGO,"Hey there, Space Ranger 💫💚✨
.
.
.
Next Toy Story @thedisneybound up: Buzz Lightyear! 🌟 For this look, I did a white skirt with a green cami for Buzz’s space suit. I added a purple fanny pack because it also kind of reminds me of wings a little bit 😅 Then I added some green star earrings and some silver Space Ranger-worthy shoes! ✨ Also Taylor and I just finished watching Toy Story 3 this afternoon and I SOBBED LIKE A BABY 😭 When Andy is saying goodbye to Woody, go ahead and rip my heart out, Pixar 💔 Anyone else extremely emotionally invested in these animated toys?? Like they are a part of my very childhood 🥺","2,343 likes",/ByyYMISl0Ls/,0,abbycorkins
146,2 DAYS AGO,"Aɴᴅʏ's {🅁🄾🄾🄼} ɪs ᴄᴏᴍɪɴɢ ☁️😱
.
.
.
Alright y’all, less than a week until Toy Story 4 is here and I’m really getting in the spirit!! I’ve already watched the first movie and plan on watching the other two before seeing the Fourth one in theaters! I go back and forth with which movie is my favorite, definitely either 2 or 3. I think the Third one is the funniest, but Jessie’s When She Loved Me song hits me right in the feels every time 😢💔. Which movie is your favorite?? 💙","3,063 likes",/BytWP63ll2o/,0,abbycorkins
147,5 DAYS AGO,"Right here, direct from the lamp. Right here for your very much wish-fulfillment. Thank you 🧞‍♂️💙✨
.
.
.
I know I posted this Genie Bound with the Lamp a little while ago, but I just had to highlight this outfit on its own because I think it’s one of my favorite Bounds I’ve put together!! I have the blue pants to match Genie’s signature color. The top has zigzag red and gold stripes for Genie’s belt and cuffs. I also added some earrings with Genie’s silhouette from @couturekingdomofficial. Finally I did a little makeup look complete with magical glitter and Genie blue eyeliner!! ❤️🤩","2,411 likes",/Bylhw_Hl2CL/,1,abbycorkins
148,6 DAYS AGO,"☀️Summer is my happy place ☀️ Y’all call me crazy, but I love dressing for the summer! Dresses, rompers, tanks, all of my favorite things 😎👗 I am SO EXCITED to post my first Lookbook video featuring some of my favorite @shopreddress Florida-approved pieces up on YouTube!! 😆 Here is a quick little snippet- head to the link in my bio to watch the full video and see all the looks!! 💕💕💕
.
.
.
Doing a video like this has honestly been a dream of mine for the longest time and I am just so proud of how it turned out!! 😭 Thank you to the best boyfriend ever @taylor.attebery who helped me make this video- it wouldn’t have been possible without him and he wins ALL the boy friend awards 🥇🏆😂 Let me know which look is your favorite and if you would like to see any other videos like this?? 😘🌈🙏🏻
.
.
.
#RDBabe #shopreddress #reddresscollab","3,584",/ByjDoVUF6or/,1,abbycorkins
149,JUNE 8,"You poor, simple fools. Thinking you could defeat me. Me! The Mistress of Evil 💜🖤
.
.
.
I had the wonderful opportunity the other night to check out the new Disney Villains After Hours event at Magic Kingdom 😈 If you don’t know, I have a huge soft spot for the villains. Maleficent is hands down my FAVORITE Disney character 💚 My favorite parts of the event were the DJ Dance Party by the castle and Space Mountain completely in the dark with villainous voices in the background (it seriously felt SO MUCH FASTER 😱)!!
.
.
.
For the event, of course I had to dress my best for the baddies 👑 My shirt has four of my favorite queens on it- Maleficent, Ursula, Cruella, and the Evil Queen herself 💔🗡 And then I did my makeup using the @colourpopcosmetics Disney Villains collection! My favorite part of the look was the Ursula lipstick💄 which made me ready to help some Poor Unfortunate Souls. Any volunteers?? 😈🐙
.
.
.
Thank you to Disney for inviting me! #hosted #villainsafterhours","2,307 likes",/BydgpKdF8BP/,1,abbycorkins
150,JUNE 5,"If it’s true what they say, you are what you eat, then I am most definitely a rainbow sprinkled Mickey Rice Krispie treat 😂🌈🐭💕
.
.
.
Rice Krispie treats have always been my go-to Park snack. Make them rainbow Pride themed?! I WILL EAT NOTHING ELSE 🏳️‍🌈😋🦄 I gotta know; what is your personal park snack of choice?? Also can we please get all the foods rainbow themed?! 😭 I’ll take some form of rainbow coffee please (if this is even possible 😅)? 🌈☕️💖","3,075 likes",/ByWEbGdFnnf/,0,abbycorkins
151,JUNE 3,"Ooo...a Disneybound! 💚💙💜
.
.
.
Okay so I have decided that I am going to Bound as many characters from Toy Story as I can before the new movie is released!! 😆😆😆 I have already done my girl Bo Peep and here is my Alien inspired look! (claw sold separately 👾) Let me know what other characters you all would like to see!! 🧐💚
.
.
.
Bag c/o: @shopharveys releasing on 6/8! 💜","2,192 likes",/ByREnbhlPMR/,1,abbycorkins
152,JUNE 1,"🌈✨HAPPY PRIDE✨🌈 to all my gays, guys, gals, bi, pan, non-identifying, non-binary, and everyone in the community!! ❤️🧡💛💚💙💜 I’m bi, he’s trans, and LOVE IS LOVE 💕💕💕
.
.
.
Not too get too emotional here, but I remember how hard it was growing up not knowing anyone else like me. Anyone else who was attracted to both genders. I thought there was something wrong with me. I didn’t even know that being bisexual was a thing. I spent a lot of years refusing to even open up to the possibility of love because it scared me so incredibly much. It took me 23 years to understand and accept myself. And now I am truly the happiest I have EVER been with the best partner I have ever had in my whole entire life 💝 Life can be scary for those who are trying to figure out their sexuality, so let’s have the BEST Pride month ever & celebrate all of the wonderful members of this LGBTQ+ community and the allies who support us!! 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈","4,876 likes",/ByLbW4lFOVB/,0,abbycorkins
153,MAY 30,"The Phenomenal Cosmic Power & The Itty Bitty Living Space 🧞‍♂️💙✨
.
.
.
What do you do when you find a shimmery gold jumpsuit on sale?! Do a Lamp Disneybound of course lol 🤣 I seriously am LOVING seeing everyone’s Aladdin Bounds right now!! This was my favorite Disney movie as a kid and I love seeing all the love it’s getting now!! ❤️💙
📷: @taylor.attebery","2,545 likes",/ByGt7vOFHVz/,1,abbycorkins
154,MAY 26,"Hi, I’m Joy! 🌟🌸✨
.
.
.
Okay so while I genuinely love all Pixar movies, Inside Out has such a special place in my heart 😭💗 Seriously y’all I love Joy so much and I relate to her so deeply!! I have always been that overly energetic bouncing off the walls person 😆🙃 I legit FREAKED when I saw this vintage dress because I’ve always wanted to Disneybound as Joy, but never could find the right piece UNTIL NOW 🤩😍 Also I decided to take pictures here in Epcot because Spaceship Earth kinda reminds me of a core memory 🔮😅 Which Inside Out character do you guys most relate to?? ☺️😭😡😥🤢","2,455 likes",/Bx8QtYZFL1B/,1,abbycorkins
155,MAY 24,"I do believe in fairies. I do! I do!🧚🏻‍♀️✨
.
.
.
Yes, I am a grown woman. And YES I ABSOLUTELY want these light up Tink wings!! 😍 I mean they even have different light settings and a hing in the back so you can look like you’re flying!! 😱 Like Pixie, PLEASE 🤩🙏🏻. .
.
.
Also SO MANY of you were asking where I got my rainbow dresses the other day! Both of them are from @shopreddress!!! They have the BEST colorful outfits, perfect for any fairy!! #RDBabe 🌈💕🧚🏻‍♀️✨","2,006 likes",/Bx2TQK3FrP7/,1,abbycorkins
156,MAY 21,"Found a sitter for my sheep so I could twirl around Epcot💕🤣🐑
.
.
.
T-minus 1 Month until Toy Story 4!! 💖😱🎉 I am so excited to see my favorite Toys back in action! And even happier to see my girl Bo back on the screen!! 🎀 While I thought the way TS3 ended was so perfect, I am seriously loving the trailers for the new movie! I was so skeptical at first, but it looks just as adorable and hilarious as the original movies I love. What are all of your thoughts on TS4?! Anyone else as excited as I am!! 😆🙋🏼‍♀️
.
.
.
Photography by the amazing @paigemercerphotography!! She’s so talented!!! 💕💕💕","2,865 likes",/BxvZ3ZSlmKZ/,1,abbycorkins
157,MAY 20,"Oh, say can you sea? 🌊🌟❤️
.
.
.
Okay so clearly this is Disney SPRINGS and not a sea, but I couldn’t resist the pun 😅🙈
.
.
.
In other news, Harvey’s is releasing this ADORABLE Americana Red, White, and Blue collection this weekend!! 💙😆✨","1,930 likes",/Bxs_C4gF7Ua/,1,abbycorkins
